info_desc,job_name,money,name,tags
补充医疗保险，五险一金，年终奖，通讯补贴，交通补助，带薪年假，员工旅游，定期体检，餐补，股票期权，零食下午茶，节日福利，购房无息贷款,软件测试工程师（IPC）(后端类),8-13K,浙江宇视科技,软件测试功能测试性能测试Python嵌入式技术计算机软件白盒测试
通讯补贴，带薪年假，零食下午茶，餐补，加班补助，节日福利，包吃，股票期权，五险一金，补充医疗保险，定期体检，交通补助，员工旅游，年终奖,大数据开发工程师,12-20K,浪潮集团,数据分析Linux
年终奖，定期体检，免费班车，节日福利，餐补，五险一金，补充医疗保险，带薪年假,驻场运维工程师（软硬件）,5-10K·13薪,航天神舟软件,运维审计系统运维Linux计算机软件应用运维金审硬件运维
五险一金，带薪年假，股票期权，员工旅游，定期体检，年终奖，节日福利，住房补贴,测试负责人,8-12K,中孚信息,PythonLinuxJmeterLoadRunnerMySQL网络安全大数据软件测试
年终奖，全勤奖，五险一金,数据仓库工程师,12-20K,瑞银信支付,数据仓库SQLHIVE大数据KettleDataXgreenplum数仓建模
,python开发工程师,9-14K,智洋创新,Python
通讯补贴，年终奖，定期体检，餐补，补充医疗保险，加班补助，五险一金，交通补助，带薪年假，节日福利，员工旅游,系统运维工程师,6-11K·14薪,赛尔网络,运维系统运维安全运维自动化运维运维开发系统管理员
提供住宿，节日福利，通讯补贴，全勤奖，年终奖，股票期权，五险一金，加班补助，员工旅游,少儿编程老师,9-10K,瓦特机器人俱乐部,PythonC++
员工旅游，带薪年假，节日福利，餐补，定期体检，五险一金，零食下午茶，年终奖,数据分析(J15581),8-13K,济南新东方学校,数据仓库SQLPython
补充医疗保险，股票期权，餐补，定期体检，节日福利，通讯补贴，年终奖，带薪年假，五险一金，交通补助,固件开发工程师,12-22K·15薪,浪潮信息,嵌入式技术嵌入式软件开发驱动开发FPGA开发C++Python单板开发仿真调试
节日福利，13～15薪，交通补助，年终奖，定期体检，餐补，补充医疗保险，加班补助，五险一金,图像算法开发经理,16-30K·14薪,济南信通达,视觉图像算法深度学习算法PythonShellTensorFlowCaffePyTorch
年终奖，定期体检，住房补贴，员工旅游，包吃，带薪年假，五险一金，餐补,Slam算法工程师,10-11K,产研,运动控制算法视觉图像算法PythonC++C语言地图导航slam
带薪年假，广州五休二，五险，零食下午茶，全勤奖，北京五休二l，员工旅游，节日福利，五险，阶段性奖励,测试工程师（双休）,7-10K,大鹏教育,测试软件测试自动化测试接口测试接口自动化测试UI自动化测试功能测试性能测试
交通补助，通讯补贴，定期体检，员工旅游，餐补，带薪年假，节日福利，五险一金,大数据算法工程师,11-22K,特来电,深度学习算法PythonJavaC#数据分析TensorFlowPyTorch推荐算法
节日福利，带薪年假，定期体检，通讯补贴，员工旅游，股票期权，五险一金，年终奖，零食下午茶,机械电子工程师（济南）,9-14K,力信测量,Python
五险一金，带薪年假，年终奖，定期体检,Python,7-12K,山东思域信息科技,容器技术UnixRedisNoSQLMongoDBOracleDjangoFlask
带薪年假，定期体检，年终奖，五险一金，通讯补贴，节日福利，补充医疗保险，免费班车,运维测试,9-11K,亚信科技,PythonShell运维运维开发大数据运维
餐补，定期体检，交通补助，五险一金，年终奖，通讯补贴，员工旅游，带薪年假，零食下午茶，股票期权，购房无息贷款，节日福利，补充医疗保险,软件测试工程师（NVR）（后端类）,8-13K,浙江宇视科技,自动化测试PythonLinuxTCP功能测试接口测试
住房补贴，五险一金，股票期权，员工旅游，年终奖，定期体检，带薪年假，节日福利,测试工程师,5-8K,中孚信息,软件测试MySQL大数据测试PythonLinuxJmeter网络安全接口测试
五险一金，免费班车，带薪年假，节日福利，餐补，补充医疗保险，定期体检，年终奖,大数据工程师,6-10K,航天神舟软件,SQLShellPythonJava
包吃，股票期权，通讯补贴，定期体检，年终奖，带薪年假，节日福利，交通补助，餐补，五险一金，员工旅游，补充医疗保险，加班补助，零食下午茶,DevOps开发工程师,9-14K,浪潮集团,运维开发自动化运维Python容器技术AnsibleK8S大数据
五险一金，节日福利，通讯补贴，交通补助，零食下午茶，年终奖，带薪年假，补充医疗保险，全勤奖，员工旅游，股票期权，加班补助，定期体检,DBA工程师,10-15K,浪潮云ERP,运维运维监控安全运维
,机器学习工程师,11-20K,智洋创新,深度学习算法视觉图像算法
餐补，通讯补贴，带薪年假，五险一金，交通补助，加班补助，员工旅游，节日福利，补充医疗保险，年终奖，定期体检,安全服务工程师,6-10K·13薪,赛尔网络,Python信息安全认证信息安全漏洞挖掘渗透测试安全设备
通讯补贴，带薪年假，零食下午茶，年终奖，五险一金，交通补助,开发工程师,8-13K,深圳浪潮早上班,软件工程师计算机软件
住房补贴，包吃，五险一金，带薪年假，年终奖，餐补，定期体检，员工旅游,毫米波雷达算法工程师,11-22K,产研,毫米波雷达仿真C++FMCW滤波算法
零食下午茶，员工旅游，五险一金，带薪年假，通讯补贴，定期体检，节日福利，年终奖，股票期权,测控软件开发工程师（济南）,9-14K,力信测量,Python
交通补助，定期体检，加班补助，补充医疗保险，五险一金，13～15薪，节日福利，年终奖，餐补,图像算法工程师,13-15K·13薪,济南信通达,视觉图像算法深度学习算法PythonShellTensorFlowCaffePyTorch
交通补助，餐补，补充医疗保险，年终奖，通讯补贴，定期体检，股票期权，节日福利，带薪年假，五险一金,AI性能优化工程师,10-20K,浪潮信息,Tensorflowpythonlinux
年终奖，员工旅游，餐补，节日福利，补充医疗保险，购房无息贷款，带薪年假，五险一金，零食下午茶，定期体检，股票期权，交通补助，通讯补贴,软件测试工程师(NVR)(后端类),8-13K,浙江宇视科技,自动化测试PythonLinux
免费班车，带薪年假，五险一金，通讯补贴，定期体检，补充医疗保险，节日福利，年终奖,数据模型师,8-11K,亚信科技,PythonSQLPandasNumPy大数据人工智能聚类分析决策树
节日福利，住房补贴，年终奖，五险一金，定期体检，股票期权，带薪年假，员工旅游,高级前端研发工程师,11-22K·14薪,中孚信息,全栈开发前端开发计算机软件人工智能大数据网络安全
五险一金，补充医疗保险，股票期权，加班补助，交通补助，年终奖，员工旅游，餐补，节日福利，带薪年假，定期体检，零食下午茶，通讯补贴，包吃,测试开发工程师,6-11K,浪潮集团,自动化测试测试开发JavaPythonShell
,机器学习工程师,11-22K,智洋创新,深度学习算法视觉图像算法算法设计PythonC++Java数据挖掘
五险一金，年终奖，节日福利，定期体检，带薪年假，交通补助，补充医疗保险，餐补，通讯补贴，加班补助，员工旅游,系统运维（高级）工程师,8-13K,赛尔网络,系统运维运维工程师运维监控
年终奖，定期体检，住房补贴，包吃，五险一金，餐补，员工旅游，带薪年假,图像处理（点云方向）算法工程师,11-20K·13薪,产研,视觉图像算法算法设计C++Python图像处理KDtreeOctree三维点云
带薪年假，交通补助，年终奖，通讯补贴，五险一金，零食下午茶,Python开发工程师（Base济南）,8-12K·14薪,深圳浪潮早上班,PythonShell
年终奖，餐补，13～15薪，节日福利，补充医疗保险，五险一金，定期体检，交通补助，加班补助,图像算法工程师,15-17K·13薪,济南信通达,TensorFlowCaffePyTorch
节日福利，年终奖，五险一金，股票期权，住房补贴，定期体检，带薪年假，员工旅游,算法工程师,12-20K,中孚信息,深度学习算法算法设计PythonJava分布式技术SparkTensorFlowPyTorch
带薪年假，免费班车，节日福利，年终奖，五险一金，补充医疗保险，通讯补贴，定期体检,数据挖掘工程师,11-18K·13薪,亚信科技,SQLPython
五险一金，定期体检，带薪年假，年终奖,RPA机器人,8-13K·13薪,山东思域信息科技,Java机器人
交通补助，餐补，节日福利，补充医疗保险，加班补助，年终奖，13～15薪，五险一金，定期体检,语音/视频/图形开发,15-30K,济南信通达,深度学习
年终奖，带薪年假，节日福利，五险一金，员工旅游，定期体检，住房补贴，股票期权,安全服务工程师,12-20K·15薪,中孚信息,信息安全认证渗透测试安全服务应急响应安全加固
带薪年假，节日福利，补充医疗保险，五险一金，通讯补贴，年终奖，定期体检，免费班车,数据库开发,5-9K,亚信科技,数据仓库数据库开发
定期体检，年终奖，住房补贴，带薪年假，五险一金，员工旅游，股票期权，节日福利,中级JAVA工程师,9-10K·13薪,中孚信息,JAVASSM
通讯补贴，定期体检，五险一金，年终奖，补充医疗保险，带薪年假，节日福利，免费班车,数据库开发高级工程师,12-17K·13薪,亚信科技,数据仓库数据库开发数据分析SQL
带薪年假，股票期权，定期体检，五险一金，住房补贴，员工旅游，节日福利，年终奖,安全服务工程师,10-15K·13薪,中孚信息,信息安全认证信息安全
补充医疗保险，通讯补贴，带薪年假，年终奖，节日福利，定期体检，五险一金，免费班车,NLP算法工程师,11-18K,亚信科技,深度学习算法自然语言处理推荐算法
股票期权，住房补贴，带薪年假，定期体检，员工旅游，年终奖，五险一金，节日福利,PMO项目助理,5-8K,中孚信息,PMO项目助理项目专员数据分析项目可视化
年终奖，免费班车，带薪年假，通讯补贴，五险一金，定期体检，补充医疗保险，节日福利,数据挖掘工程师,10-15K·13薪,亚信科技,Python深度学习算法算法设计大数据自然语言处理
带薪年假，股票期权，五险一金，年终奖，住房补贴，员工旅游，定期体检，节日福利,自动化测试开发工程师,10-15K·14薪,中孚信息,PythonJavaC/C++测试开发接口自动化测试SeleniumRobotFramework
五险一金，定期体检，补充医疗保险，通讯补贴，年终奖，节日福利，带薪年假，免费班车,NLP算法工程师,11-18K,亚信科技,深度学习算法推荐算法算法设计机器学习算法PythonCNN推荐系统TensorFlow
五险一金，股票期权，定期体检，带薪年假，年终奖，住房补贴，员工旅游，节日福利,中高级项目经理,15-20K·14薪,中孚信息,Java项目经理Project系统架构设计IT项目管理研发项目经理PMP研发背景
节日福利，五险一金，年终奖，定期体检，带薪年假，免费班车，通讯补贴，补充医疗保险,深度学习算法工程师,10-15K,亚信科技,深度学习算法自然语言处理推荐算法算法基础Python
住房补贴，五险一金，定期体检，员工旅游，带薪年假，节日福利，股票期权，年终奖,中级前端工程师,9-10K·13薪,中孚信息,前端开发HTMLCSSJavaScriptTypeScriptLessES6Sass
带薪年假，年终奖，五险一金，节日福利，免费班车，补充医疗保险，通讯补贴，定期体检,深度学习算法工程师,10-15K,亚信科技,深度学习算法自然语言处理推荐算法Python
带薪年假，员工旅游，年终奖，五险一金，节日福利，股票期权，定期体检，住房补贴,高级前端工程师,10-15K·13薪,中孚信息,前端开发HTMLCSSJavaScriptTypeScriptLessES6Sass
五险一金，带薪年假，年终奖，免费班车，定期体检，通讯补贴，节日福利，补充医疗保险,数据库开发工程师,5-8K,亚信科技,数据仓库数据库开发数据分析java开发
